content,product_name
"Barang sdh sampai,mksh",Kabel LAN UTP Cat 6 20M NYK
Barang sudah diterima dan packingnya rapi...,Mouse wireless / Bluetooth Airmouse Alcatroz by Powerlogic Resmi murah
"Cocok, sudah dites, langsung on. Recomended, cepat sampai jg, terima kasih kaka.",Adaptor Charger Laptop Asus Eee PC 1215 1215B 1215N 1215P OEM
Oke sudah digunakan terimakasih,Keyboard ASUS A455 A455L A455LA A455LB A455LC A455LD A455LN A455LF
ntap gan bantuannya.... thanks,Alfalink EI 212 - Kamus Elektronik
Fast respond. Thx dh blh tuker brg yg slh pesan. Recommended seller.,TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
paket telah diterima oleh adik saya blm sempet buka hehe.. namun over all pelayanannya sangat memuaskan fast service n nice seller,TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%
terima kasih...............................,Adaptor Charger Original Asus A456 A456U~19V 3.42A &#40;4.0mm*1.35mm&#41;
"Baru nyampe gan, portnya nyala semua, tks",USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
fast respon..semoga lebih baik lagi,Adaptor Original Asus A455 A455L A455LA A455LB A455LD A450C
trims barang sesuai deskripsi dan berfungsi dengan baik,Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet
Baru ditest. Mantap. Sesuai deskripsi. Pengiriman cepat.,USB Bluetooth Dongle
"Fast response,fast delivery,good product,thx seller and tokopedia",Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
Barang sudah diterima dgn baik. Terima kasih,TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
Barang bagus cepat sampai ! Top deh,Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
Mantap barang sudah diterima Dengan baik. Makasih...,TP-LINK TL-WR 840N 300MBps Wireless Router
"barang sudah sampai, sesuai dengan deskripsi dan harga",Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
"Barang mantap, sesuai, cepat sampai, dicoba langsung makyus",Keyboard Asus VivoBook X200 X200CA X200MA X200LA F200CA F200MA hitam
Barang ok.. Pengiriman kilat.. Tq gan..,Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet
pesanan sesuai dan bekerja dengan baik....,Adaptor Charger HP Mini 210-1000 210-2000 110-1014 110-3014 110-3500
"Terimakasih, barang sudah diterima, kualitas dan akurasi sesuai deskripsi.",Baterai Original Lenovo E430 E431 E435 E440 E445 E530 E531 E535 E540
kasih bintang 5 walu paket mundur sehari dtgnya. brg bagus berfungsi,USB LAN / USB 2.0 LAN ADAPTER / USB LAN CARD RJ45 USB Ethernet Adapter
RECOMMENDED SELLER utk item ini  (usb 5pin),"USB 2.0 Type A to Mini B 5-Pin Cable Data for Canon DSLR/Printer 1,5M"
good memuaskan pelanggan,Adaptor Charger Original Asus A456 A456U~19V 3.42A &#40;4.0mm*1.35mm&#41;
"Produk Mantap, Kwalitas OK, TOO TOP TOP",Tenda F3 Router Penganti FH303
Mantap diterima ga ada masalah,HP Ink Cartridge 678 Black / Tinta HP 678 hitam / HP 678 BK Original
"Produk sesuai, fast response, harga bersaing. OK nih belanja di SJ Komputer.",TOSHIBA FLASH AIR WIRELESS SD CARD 32GB ORIGINAL 100%
"sudah terpasang dan berfungsi dengan baik,, terima kasih",Keyboard Axio Pico CJM PJM M1100 M1111 M1115 W217 Zyrex M1100 M1115
Pengiriman cepat barang juga bagus thx,Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet
barang sudah diterima sesuai pesanan,USB HUB 3.0 7 port by DIGIGEAR HIGH SPEED 1.2 meter
"barang sudah sampai,,respon cpat lumayan gan",Barel UTP RJ45 LAN Connector
Produk bagus dan sesuai gambar.,Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
"sukses deh buat reseller ini,respon cepat,barang bagus dan ramah...",Baterai Original Axio Pico PJM M1100BAT-3 Zirex M1100
"Mantaaap bos, pengiriman juga cepat",TINTA / CATRIDGE HP 802 COLOR ORIGINAL 100%
"Cukup puas bertransaksi di sini, pembelian kedua proses masih cukup cepat. Terbaik. Sukses selalu.",Tenda F9 WALL KILLER ROUTER 600 Wireless AP Access Point Repeater Wifi
"kesekian kalinya psen dan cepet, dan kualitas oke",TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
paket dh sampe . good packing................,Alfalink EI 212 - Kamus Elektronik
"Pengiriman cepat, barang bagus, mantuuul",TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%
Respon cepat dan bagus,Kabel Data untuk Harddisk Eksternal USB 3.0
"Barang sesuai deskripsi. Berfungsi dengan baik. Dan respon pengiriman seller cepat.
Semoga makin sukses jualannya",CONVERTER MINI DP TO HDMI / MINI DISPLAY PORT TO HDMI
sangat memuaskannnnnnnnnnnn dan ok pnya,TINTA / CATRIDGE HP 802 COLOR ORIGINAL 100%
"Mantap, kemasan dan isi bagus dan pengiriman pun cepat langsung nyala begitu dipasang",LCD LED 14.0 Laptop Acer Aspire 14 Z1402 Series
.......................,Adaptor Charger Original Asus A456 A456U~19V 3.42A &#40;4.0mm*1.35mm&#41;
Berjalan dengan baikkkkkkkkkk,Rexus X6 Xierra Gaming Mouse gamers gamer game mous - RXM-X6 - Putih
mantap. sampai sekarang tidak ada kendala,Mouse wireless / Bluetooth Airmouse Alcatroz by Powerlogic Resmi murah
terima kasih barang nya ok,Baterai Original Lenovo Thinkpad T430 T530 W530 L530 L430 T520 W520
terima kasih barang sudah diterima dengan selamat,USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
"Barang tepat dan respon cepat, recommended seller",Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
Barang mantaap makasih gan.,Keyboard axio CNW HNW RNW series
"Terimakasih barang sudah sampai sesuai pesanan dan packingnya rapih, tetapi mohon di perbaiki sistem pengirimannya, klo bisa jangan terlalu sore di kirim ke pool nya agar pengirimannya bisa lebih di percepat. Karena jika terlalu sore barang akan semakin lama di kirim dan akan diinapkan dulu di pool pengiriman.
Terimakasih.. dan mohon maaf atas masukannya jika kurang mengenakan",TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%
"sangat bagus, sangat mantap",Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
"Alhamdulillah sangat berguna buat kegiatan dikantor saya, karena banyak usb yang mau di colokkan tp di pc nya cm dikit. sangat membantu...mksh",USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
ntaaaaaaaaaaaaaaap gaaan,CATRIDGE CANON PG 47 BLACK ORIGINAL 100%
"Tenda Ac6 dual band AC1200, bagus koneksi kuat, sinyal 1 bar pun koneksinya masih strong, good product, penjualnya juga bagus, order gak chit chat tiba&#34; aja barang udh nyampe",Tenda AC6 Dual Band AC1200 Mbps GIGABIT Wifi ROUTER EXTENDER Repeater
Barang sesuai deskripsi untuk fungsi belum dicoba... moga aja mantap.....,Keyboard Laptop Dell Inspiron 14 3421 14R 5421 Vostro 2421 Series
Mantap produk sampai dengan selamat,TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%
"sesuai dengan deskripsi produk, dan seller fast responded",TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%
Cepat dan tepat waktu,HP Ink Cartridge 678 Black / Tinta HP 678 hitam / HP 678 BK Original
"fast response... barnag sudah sampai,thank youuu",TP-LINK TL-WR 840N 300MBps Wireless Router
barang sesuai dengan harapan,EPSON RIBBON CARTRIDGE LX310 / PITA EPSON LX 310 + RUMAH GENUINE / ORI
Okeh tq brang sesuai dengan pesanan,Adaptor Charger Original Asus A455LA A455LD A455LB A455 A455L
"barang cepet sampainya gan, baru dipasang berfungsi semua. mudah2an awet. thx",Keyboard ASUS A455 A455L A455LA A455LB A455LC A455LD A455LN A455LF
"Respon dan pengiriman cepat.. Kalau originalitas saya no komen, bukan pakarnya.. Tapi charger berfungsi dengan baik.. Barang sesuai dengan gambar.. Semoga awet..","Adaptor Charger ORIGINAL ASUS 19V 4.74A ~ 90W PA-1900-42, EXA1202YH"
Bintang 5 deh untuk toko ini...,Adaptor Charger ORIGINAL ASUS 19V 2.37A DC &#40;5.5*2.5&#41; panjang 190cm
Terimakasih barang sudah sampai dirumah,Baterai Original Lenovo Thinkpad7 T420 L410 L412 L510 SL410 T410 E420
"Tintanya pekat, nempel ke bibir susah ilang hehehe",CATRIDGE CANON PG 830 BLACK ORIGINAL 100%
"barang sudah sampai dan sesuai dengan harapan 
terima kasih",USB HUB 3.0 7 port by DIGIGEAR HIGH SPEED 1.2 meter
Sudah dicoba dan hasilnya okay. Barangnya tampak rapi,USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
Berfungsi dengan baik dan bagus,Tenda AC6 Dual Band AC1200 Mbps GIGABIT Wifi ROUTER EXTENDER Repeater
barang sudah di terima dan test. running oke. semoga bisa tahan lama charger nya. thanks om,Adaptor Toshiba Mini NB200 NB205 NB250 NB300 NB305 NB500 NB520 Series
Barang telah diterima jam 3 sore sesuai pesanan,Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
Mantap barangnya dan pelayanan dan respon  memuaskan dan cepat,ORIGINAL BATERAI ACER ONE 14 14Z Z1402 PARTNUMBER : 18650-00-01-3S1P-0
"Pesanan diantar cepat sesuai kebutuhan..mantap
Pelayanan bagus",Kabel VGA 15 Meter / Kabel VGA 15M / VGA 15M
"Pembelian kedua,,, so far so good....",TP-Link CPE220 2.4GHz 300Mbps 12dBi Outdoor CPE
jooooooooooosssssssssssssssssss,Baterai Acer Aspire One 722 D255 D257 D260 D270 AOD255 AL10A31 AL10B31
Paking rapi aman dan cepat mudah2an awet ya thanks gan,"[SONIC GEAR] NEW TITAN 5 BTMI Multimedia Speaker FM Radio, USB, Memory"
Mantap .... good good ..... sip sip sip,Alfalink EI 215 - Kamus Elektronik Alfalink EI-215
barang sudah sampai gannnn,Barel UTP RJ45 LAN Connector
Good stick gan mantap,Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
Mantap. Udah beberapa kali beli di sini. Thanks ya,TINTA / CATRIDGE BROTHER LC583 BK / C / M / Y ORIGINAL 100% - Merah
"barang sudah diterima dengan baik, tp blm dicoba, semoga lancar&#34; semuanya",Tenda AC6 Dual Band AC1200 Mbps GIGABIT Wifi ROUTER EXTENDER Repeater
barang sesuai dengan deskripsi,USB HUB 3.0 7 port by DIGIGEAR HIGH SPEED 1.2 meter
Sudah dicoba & tidak ada kendala. Semoga awet,Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
Terima kasih..........,Tenda N301 3 in 1 Wireless ROUTER+Access Point+EXTENDER WIFI 301 AP
lumayan lah.................,Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
Keren mantap rapi aman rekomended,Adaptor Charger Laptop Acer Aspire 4739 4738 4741 4750 4736 4752 4740
barang sd diterima sofcase tdk ada. tdk sesuai dgn info nya,Lan Tester Alat Penguji Kabel Lan RJ45 RJ11
"mantaaaabbb kakaaaa, gas gas terussss",USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
barang ok pengiriman cepat.. thanks,Stabilizer Matsunaga 1000watt 1000 Watt 1000w Stavol Svc 1000
"Order 2 kabel 1 - 20 m ok satu lagi yang ini... Yang panjang aja kualitasnya bagus, apalagi yang ini. Rekomended seller lah...",Kabel Vga to Vga 10M kualitas bagus
"Recommended Seller, TOP Abis",TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
Respon Cepat barang sesuai mantap lah pokoknya rekomen banget buat yang kepepet nyari switch hehehehe,Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet
Ada harga ada kualitas lah 👍🏼👍🏼,Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
Produk bagus sesuai deskripsi dan barang sampai sesuai estimasi. Thx,Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
"Barang sudah di terima dengan baik, semuanya Ok!",KABEL HDMI 10M JARING
pengiriman SUPER CEPAT .. barang MANTAP.. REKOMENDED SELLER,Rexco 18 Contact Cleaner / Pembersih Komponen elektronik 500ml
"Produk ok, sesuai deskripsi, bagus",TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%
Thx gan sorry bru bisa kasih respon,TP-Link TL-WA850RE Penguat Signal TPLINK 850RE Wifi Extender/ Repeater
"Barang sesuai pesanan, cepat sampai n packing rapih, trims.",Range Extender/ Repeater TENDA A9 A301 Penguat Signal Wifi OEM TPLINK
"fast shipping tapi gak ke detect ""new cartridge"" di HP solution center.. sy biasa beli cartridge di gramedia dan selalu ke detect.. anyway thanks.",TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%
"Respon cepat, barang tepat. Oke banget. Thanks min.",TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
Terimakasih Gan ......,Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
"Produk bagus,berfungsi sesuai deskripsi..tanpa on/off,karena harga spertinya..tapi karena lupa pilih warna jd dikasih yg putih..pgn yg hitam pdhl :(",Mouse wireless / Bluetooth Airmouse Alcatroz by Powerlogic Resmi murah
"barang sesuai dan cocok, terimakasih...",Baterai Original Acer 725 756 AO725 AO756 V5-121 V5-V131 V5-171
"Udah dicolok semua, bagus euy",USB HUB 3.0 7 port by DIGIGEAR HIGH SPEED 1.2 meter
"very good product, the product was genuine also.",TI-84 Plus CE
Barangnya kerennnn sy bisa pakai. Tk,Mouse wireless / Bluetooth Airmouse Alcatroz by Powerlogic Resmi murah
"Berfungsi dengan baik , thanks",Lan Tester Alat Penguji Kabel Lan RJ45 RJ11
Recomeded seller.... produk sesuai,Baterai Axio Original CNW RNW MNW Zyrex SKY LM C4500BAT-6 C4500
terimakasih. barangnya bagus.,Adaptor Charger Original Asus X441S ~19V 1.75A
Paking bagus dan siap coba trimakasih nih toko responnya bagus,Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet
"Top,, puas belanjanya,,,,",Tenda AC6 Dual Band AC1200 Mbps GIGABIT Wifi ROUTER EXTENDER Repeater
.....................,TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
Barang sesuai deskripsi.,BATERAI LENOVO ORIGINAL G470 G460 Z460 Z470 Z465 B470 B570 G560 G570
"barang sudah sampai, pengiriman cepat barang jg oke",TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
Kualitas Barang Asli / Original,CATRIDGE CANON PG 745 BLACK ORIGINAL 100%
Pengiriman dan respon cepat. Barang bagus. Trims,TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
barang kondisi baru dan baik packingnya. namun belum di test.,Adaptor Charger ORIGINAL ASUS 19V 2.37A DC &#40;5.5*2.5&#41; panjang 190cm
"Pengiriman cepat, barang segel rapih dan sesuai. Kualitas top",TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
"Terimakasih gan, barang sudah diterima dengan baik. baranga sesuai dengan pesanan........",TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
Respon cepat pengiriman cepat barang oke,Kabel LAN UTP 30M RJ45 Cat 5e Cable 30 Meter terpasang konektor cat5e
fast respont dan sesuai deskripsi....,USB HUB RBT 4 PORT H-6050
Kardusnya penyok2 tapi yg penting isinya ok,Tenda Outdoor cpe 03 &#40;O3&#41; 5km point to point cpe
"Thx gan barang udh sampai.barang bagus berkualitas sesuai harga,tinggal kurir nya aja yg kurang ramah hahaha :v",USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
murah dan berkualitas..........  untuk kesekian kalinya belanja di sini.... puas,Keyboard IBM LENOVO IdeaPad G40 G40-30 G40-45 G40-75 G40-70 Series
"Maaf baru kasih ulasan..
Barang mantap semua,order jam 11 siang dan jam 2 siang sampe..puas",Konektor RJ45 AMP / Connector RJ 45 AMP Per Pack Isi 50pcs
Barang bagus dan ok. Terima kasih.,Baterai Original Lenovo IdeaPad S10-3 S10-3S S100 S110 S205 U165 Hitam
pengiriman cepat... barang belum di coba sih...,Tenda F9 WALL KILLER ROUTER 600 Wireless AP Access Point Repeater Wifi
Ok..........sip...............,Tenda F9 WALL KILLER ROUTER 600 Wireless AP Access Point Repeater Wifi
"Pelayanan dan respond seller sangat baik. Bintang 5 lah..
Namun untuk kualitas produk saya kasih bintang 3 yah maaf. Karena memang range jangkauan nya tidak sebagus &#34;iklan&#34; yg beredar. Tetap saja tidak bisa mencover dari lantai 1 rumah saya ke lantai 2.

Anyway.. big thanks buat seller buat pelayanan dan respondnya yg sangat baik",Tenda AC6 Dual Band AC1200 Mbps GIGABIT Wifi ROUTER EXTENDER Repeater
Barang ok..cuma pengamanan pengiriman tlg di lihat lagi.,Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet
Okey gan barang nya sudah sampai,Mouse wireless / Bluetooth Airmouse Alcatroz by Powerlogic Resmi murah
"Bagus barannya, pengiriman cepat",USB HUB 3.0 7 port by DIGIGEAR HIGH SPEED 1.2 meter
Barang sesuai harapan ..packing ok,Tenda F9 WALL KILLER ROUTER 600 Wireless AP Access Point Repeater Wifi
Tidak usah ragu.. barang ok banget,TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
Recomended seller....  Respon cepat....  Barang sesuai pesanan...  Mantap...,"LCD LED 10.1 Laptop Asus EeePC Eee PC 1025, 1025B, 1025C, 1025CE"
Barang sanga bagus dan memuaskan,Baterai Original Laptop IBM LENOVO 3000 G230 Series
Barang sudah sampai sesuai pesanan,Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet
Barang sesuai order. Mantaaapppp,Kabel VGA 15 Meter / Kabel VGA 15M / VGA 15M
Barang sudah diterima. Terima kasih,TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
Pokokny mantab no kendala🤩,Layar LCD LED Laptop Lenovo G50-80 U530 Z50 Z50-70 B50-80 Series 15.6
"barang sudah di terima dengan baik dan packing rapi, thxs gan",TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
"xpress cepat sampai, sesuai pesanan.. makasi bang 🙏",USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
"barang telah sampai dengan cepat dan sudah di tes, terima kasih banyak",USB HUB 3.0 7 port by DIGIGEAR HIGH SPEED 1.2 meter
Barang sesuai produk dan sudah di pakai dan tintanya sesuai,TINTA / CATRIDGE HP 678 BLACK / COLOR ORIGINAL 100%
Barangnya sih oke ga ada masalah.cuma saya saja yg aalah pilih mudah panas pake bnget.kira2 klo ada saran usb hub yg bagusan bisa chat personal ke saya.saya ingin beli lg,USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
"Mantaaff barangya cepat sampainya 
Semogaa awett
Makasii",Mouse wireless / Bluetooth Airmouse Alcatroz by Powerlogic Resmi murah
Barang sudah diterima dan berfungsi dengan baik,Baterai Original Lenovo E430 E431 E435 E440 E445 E530 E531 E535 E540
"pengiriman cepat,barang seduai deskripsi",KABEL LAN 1.5M CAT 5 / KABEL UTP 1.5 METER PABRIKAN HIGH QUALITY
Sdh dtrima n fungsi dgn baik..,Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
Secara tinta nya sudah oweh terima... Mudah2an tintahhh nyah awetttts,TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
"oke, mantaap berfungsi",USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
thanks gan . barangnya sudah diterima. thanks gan,DEEP COOL Z3 Thermal Pasta Processor Grease ORIGINAL DEEPCOOL
"Barang sudah sampai, sesuai deskripsi barang",USB Audio 5.1 External Soundcard - Lead 3D Sound 5.1 Tide - Netline
"Barang dikirim sesuai pesanan, respon cepat",USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
"respont cepet
packing aluss
sesuai deskripsi
rekomended pokoknya",Tenda AC6 Dual Band AC1200 Mbps GIGABIT Wifi ROUTER EXTENDER Repeater
barang pesanan sesuai..terimakasih..,"Adaptor Charger Laptop IBM Lenovo ThinkPad X220, X220S, X230, X230S"
mantabbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,Keyboard Toshiba Satelite L735 L745 C600 C640 C645 L600 L645 L630 L635
Respon cepat pengiriman cepat..barang belum ditest,"Keyboard Laptop Asus Eee PC 1025, 1025C, 1025CE, EeePC Flare Hitam"
Terima kasih paket sudah sampai.,TINTA / CATRIDGE HP 680 BLACK / COLOR ORIGINAL 100%
Barang sdh diterima dgn baik,Kabel LAN/UTP 20 Meter Cat5E Siap Pakai  Kabel LAN dengan Kepala Konek
"berharap bertahan 3 tahun ke depan, semua sesuai deskripsi dan respon cepat.. thanks",MICRO SD SANDISK 32GB - GARANSI RESMI
"thanks,gan..brg sdh diterima...",SANDISK ULTRA FLASDISK 64 GB USB 3.0 UP TO 100MBPS ORIGINAL
"Barang bagus kualitas menyesuaikan harga, pengiriman dengan packing yang cukup",Kabel LAN UTP 30M RJ45 Cat 5e Cable 30 Meter terpasang konektor cat5e
"Barang oke, Mantap cepat nya",Kabel VGA 15 Meter / Kabel VGA 15M / VGA 15M
Mantap.. pengiriman cepat.. semoga awet,Numeric Keypad Mtech / Keyboard Angka Mtech
"terimakasih, thankyou, arigatou",Kabel Printer LPT to USB / USB to Pararel Converter
mantappp.. cepat sampainya,"Baterai Laptop Original DELL Inspiron Mini 10, 10V, 1011 Series"
Bagus dah pokonya!!!!!,USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
okeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,CATRIDGE CANON PG 810 BLACK ORIGINAL 100%
"Barabg di terima dengan baik, cuma belum di test",Switch HUB TP LINK 5 Port TL-SF1005D 10/100Mbps Network Lan Internet
Barang bagus cuman gk sesuai barang,Gamepad single Usb M-Tech/stick laptop/stick pc/joystick
Berfungsi dengan baik.,USB HUB 4 port USB 3.0 / USB HUB 3.0 &#40;4port&#41; DIGIGEAR HIGH QUALITY
"Ya Produk bagus, pengiriman juga cepat, namun saya ada mengalami sedikit kendala dalam penginstallan lalu saya bertanya kepelapak dan d jawab dengan santai stlah bbrpa bari saya tggu balasannya “ kita cuman admin kak kurg tau, coba cek d google” agak sedikit kecewa si overall bagus lah",Tenda AC6 Dual Band AC1200 Mbps GIGABIT Wifi ROUTER EXTENDER Repeater
